age,workclass,fnlwgt,education,education-num,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
-7.852208422795343,Private,-5528467.818339359,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Female,-99468.40106146387,0.0,865.8308877853625,United-States,<=50K
21.0,Self-emp-not-inc,-7998044.3420440685,Some-college,-83.1526163048049,Never-married,Farming-fishing,Own-child,White,Male,-569455.4398893539,0.0,40.0,United-States,<=50K
-370.58058837894544,State-gov,7400420.135851072,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,841191.8806780635,0.0,40.0,United-States,>50K
-652.9845075851102,Private,-7880167.387865557,Bachelors,-64.46273237513431,Married-civ-spouse,Sales,Husband,White,Male,0.0,-4761.66719298351,50.0,United-States,>50K
59.0,Private,6758174.215903696,10th,108.54657355310239,Widowed,Machine-op-inspct,Not-in-family,White,Male,168043.93835694098,15257.757016233045,891.0846336360249,United-States,<=50K
35.0,Private,-6295191.148851678,HS-grad,-116.02254377270609,Separated,Adm-clerical,Unmarried,White,Female,-486027.8154628324,0.0,40.0,United-States,<=50K
41.0,Private,3841069.7235767175,9th,-60.03277859332515,Divorced,Other-service,Other-relative,White,Female,-521812.3007046121,0.0,35.0,United-States,<=50K
-690.6360457012431,Private,-3887017.553897353,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,26017.68228987144,-450.54038481338455,United-States,<=50K
457.41571568276356,Private,210082.0,HS-grad,-88.8485922483387,Widowed,Adm-clerical,Not-in-family,White,Female,-92092.48528518912,0.0,40.0,United-States,<=50K
59.0,Local-gov,176118.0,Masters,117.21929299370727,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
159.36622607082262,Private,268276.0,12th,-40.36590116008037,Never-married,Other-service,Own-child,White,Male,199742.74054249923,6410.3647722458745,201.68295543629853,United-States,<=50K
240.92607959401818,Private,9135416.46280627,Bachelors,-48.274019645462374,Separated,Exec-managerial,Unmarried,White,Female,481741.94798383984,3209.807757927351,-296.06570141067004,United-States,<=50K
-284.3222290190964,Private,8497271.283079311,Some-college,115.74876945575447,Never-married,Exec-managerial,Not-in-family,White,Male,380401.57899674145,-1157.987826459048,40.0,United-States,<=50K
-45.823244685975396,Private,115585.0,Bachelors,138.08154062779545,Married-civ-spouse,Sales,Husband,White,Male,0.0,-576.9387706586785,-403.02811400801966,United-States,<=50K
31.0,Private,-1978528.0412840676,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
-532.5996906443739,Federal-gov,-9142189.9770259,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-5041.4247672625825,-70.50723699358184,United-States,<=50K
38.0,Private,241962.0,HS-grad,-112.10392778487278,Divorced,Machine-op-inspct,Not-in-family,White,Male,655146.4453268056,0.0,901.5508559631472,United-States,<=50K
355.10458470882304,Federal-gov,277420.0,Bachelors,-58.93899232115493,Married-civ-spouse,Exec-managerial,Husband,White,Male,-418263.3124840151,0.0,40.0,Puerto-Rico,>50K
23.0,Private,269687.0,Assoc-voc,11.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,8434.66372592494,40.0,United-States,<=50K
55.0,Local-gov,1731996.6307541302,HS-grad,-57.352978751834,Married-civ-spouse,Transport-moving,Husband,White,Male,-251239.7457909315,-26500.962322892705,-141.13324401561022,United-States,<=50K
119.94465560457836,Federal-gov,2136862.845226025,HS-grad,-52.34483594441879,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
47.0,Federal-gov,27067.0,HS-grad,-77.82766477746621,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,619.756401793058,United-States,<=50K
53.0,Federal-gov,-4302596.609868353,Some-college,114.45693691740526,Married-civ-spouse,Protective-serv,Husband,White,Male,-27973.131664776243,0.0,885.7169038777416,United-States,>50K
39.0,Local-gov,357173.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,-22766.73923554892,204.87283100948792,United-States,<=50K
52.0,Self-emp-not-inc,240013.0,Masters,101.21382323216065,Married-civ-spouse,Sales,Husband,White,Male,-754621.1260055853,-9167.236069298891,-733.0595315493404,United-States,<=50K
18.0,Private,111256.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,508365.19611020765,0.0,20.0,United-States,<=50K
29.0,Private,-7866662.262811446,Some-college,95.90273397112146,Never-married,Sales,Not-in-family,White,Female,461508.75376235973,0.0,40.0,United-States,<=50K
-591.4547889851897,Private,1893178.275334012,Bachelors,42.65272667359153,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,-3844.223847497091,40.0,United-States,<=50K
431.8603598176159,Private,97212.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,904952.7816263797,0.0,40.0,United-States,<=50K
245.21495192329985,Local-gov,178449.0,Prof-school,79.02779670031563,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,-14215.561047712295,159.5724130311404,United-States,>50K
126.23745745135041,Private,135845.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
539.3675137653793,Local-gov,-7123858.114386013,HS-grad,122.13507654439918,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
593.4605566305563,Private,-4359784.06532358,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,15437.987683924905,32.0,United-States,<=50K
44.0,Private,185798.0,Assoc-voc,31.578086482822357,Separated,Craft-repair,Other-relative,White,Male,-598629.2865194427,0.0,48.0,United-States,>50K
711.5848082567162,Private,121768.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,-97346.84795433842,-7875.001900458879,35.0,Poland,<=50K
-500.668816872868,Self-emp-not-inc,361497.0,HS-grad,-19.327332832345604,Married-civ-spouse,Craft-repair,Husband,White,Male,-157560.05094203283,28813.49838707424,-607.1551568452552,United-States,<=50K
48.0,Local-gov,7433649.032222887,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,-6291.398422577211,40.0,United-States,>50K
148.92514796636462,Private,269665.0,HS-grad,-141.41663705360256,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,-24230.241074270372,25.0,United-States,<=50K
24.0,Private,308205.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,23695.931297102874,40.0,United-States,<=50K
-673.6001474499593,Private,215854.0,Bachelors,-66.67759108649737,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,371.35051698370614,United-States,<=50K
27.0,Private,-2365896.8778750123,HS-grad,9.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Federal-gov,5566210.367699013,Assoc-acdm,-145.78286744511456,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,-988330.3402209106,-23253.35419187828,40.0,Philippines,>50K
14.060688483390777,Private,260254.0,HS-grad,43.70793652342084,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,-595.9670751738938,United-States,<=50K
-173.83820008516045,Private,-114673.91140566953,HS-grad,117.95566684087238,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K
24.0,Private,-5907148.505574735,Bachelors,39.88664337745515,Married-civ-spouse,Sales,Husband,Black,Male,-389237.26905898075,0.0,705.2821346326699,United-States,<=50K
44.0,Private,150076.0,HS-grad,-142.19873039100935,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,753.6234061909742,United-States,<=50K
52.0,Self-emp-inc,-8558297.535541166,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-536238.7306652236,11598.396277588543,399.23967410914184,United-States,<=50K
30.0,Private,113364.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Male,0.0,15682.85177748896,18.0,United-States,<=50K
458.03252207506125,Self-emp-inc,2150232.7886663675,Masters,136.16058081778453,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,404.91551974887506,United-States,>50K
507.93849796401,Self-emp-not-inc,68781.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,30230.298596635806,-177.0629127747701,United-States,<=50K
-149.51266159098418,Private,84648.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,594326.9695352232,21497.414530188456,-291.32747980011175,United-States,<=50K
21.0,Private,-9156756.519238701,Some-college,91.01773131714525,Never-married,Other-service,Not-in-family,White,Female,0.0,26720.71377133988,279.9203383856453,United-States,<=50K
41.0,Self-emp-inc,-308239.27895131893,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,5246.595055085737,619.8520435735616,United-States,<=50K
-165.67287560342925,Private,5874779.857944141,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,-543965.431902538,-20323.86727121755,861.9119770208396,United-States,<=50K
-279.44791450184965,Private,-2795505.067284027,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,-167.8530634915369,60.0,United-States,>50K
156.12131179177828,Private,135190.0,7th-8th,110.47012627280542,Separated,Machine-op-inspct,Not-in-family,Black,Female,0.0,-8328.40732938032,30.0,United-States,<=50K
-21.102482659884004,Private,348152.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,927.7056538588549,United-States,<=50K
59.0,Self-emp-not-inc,9098989.372528773,7th-8th,-68.1804155512416,Married-civ-spouse,Sales,Husband,White,Male,-719110.4163829645,0.0,882.4424281653747,United-States,<=50K
23.0,Private,8729556.045465043,Some-college,-148.08356729936602,Married-civ-spouse,Transport-moving,Husband,White,Male,-40829.260848554084,3983.771479970944,40.0,United-States,<=50K
33.0,Private,2558878.540100948,10th,-16.732051757498994,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-17978.73232791949,-841.9557604012132,United-States,<=50K
-15.54212630063671,Private,90042.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,-232785.55816036032,26395.21193092487,40.0,United-States,>50K
-353.93513794081457,Private,-6129290.906250477,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-182800.830562416,-5797.1975178295,44.0,United-States,>50K
35.0,Federal-gov,245372.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,27075.502425818242,-80.29283262350339,United-States,<=50K
67.0,Self-emp-inc,112318.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,19597.078850078975,-646.8906106030706,United-States,<=50K
47.0,Private,168232.0,Bachelors,142.0304598899184,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
37.0,Federal-gov,6326404.202029322,HS-grad,-21.659493064384847,Divorced,Tech-support,Unmarried,White,Female,551952.7917547198,0.0,926.6114481230426,United-States,<=50K
407.4651577157135,Self-emp-not-inc,112362.0,HS-grad,-11.456708035959139,Married-civ-spouse,Farming-fishing,Husband,White,Male,-245765.08136339916,-10314.234926780362,509.72793405394447,United-States,<=50K
34.0,Private,-91912.2131935861,HS-grad,-129.5865809141266,Married-civ-spouse,Craft-repair,Husband,White,Male,-107731.31023923727,-11668.499181489853,-673.4730823388456,United-States,<=50K
229.15604360897083,Private,-478959.3459953908,Assoc-acdm,12.0,Never-married,Prof-specialty,Own-child,White,Female,151113.26961535172,0.0,40.0,United-States,<=50K
-531.4913087080901,Private,232855.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
-642.1840275134737,Private,286230.0,11th,-26.72661371117826,Divorced,Sales,Own-child,White,Female,0.0,0.0,291.63239369601365,United-States,<=50K
616.0880700282081,Federal-gov,9888442.47497606,Bachelors,-7.676641668497098,Married-civ-spouse,Prof-specialty,Husband,White,Male,-709601.0276719378,0.0,40.0,United-States,<=50K
47.0,Private,-526089.6148075256,Bachelors,34.07349942081896,Married-civ-spouse,Sales,Husband,Black,Male,-781472.5095889671,-5788.016655495336,774.2233238063671,United-States,>50K
-541.0220835188707,Private,7542239.31036391,Prof-school,68.11055082138022,Never-married,Prof-specialty,Not-in-family,White,Male,850073.9174715871,-7265.304175953042,40.0,United-States,>50K
37.0,Private,2807169.781038209,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,919835.0548142899,0.0,-673.8768561712707,United-States,<=50K
52.0,Local-gov,-3327273.8279101904,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,-869355.8050310491,10504.908254922593,38.0,United-States,<=50K
208.14614710935533,State-gov,-9238117.942688944,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
-339.8197991007856,Self-emp-inc,7613704.122456273,Bachelors,100.80736562364187,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,757.330126118444,United-States,>50K
42.0,Private,115085.0,HS-grad,-127.81028370992604,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,158.17092338873726,United-States,<=50K
291.55679869563306,Private,216181.0,Some-college,-27.118794946858316,Never-married,Sales,Own-child,White,Male,-124108.59049287112,-1721.0473316081006,-200.33076460621555,Iran,<=50K
187.8659460720394,Private,117983.0,10th,6.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,-396.50749968060484,United-States,<=50K
240.3882029252376,Private,-6395275.500785597,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,-20104.52029953213,-936.5983416206344,United-States,<=50K
547.0837967680234,Self-emp-not-inc,155343.0,Some-college,-110.13580223015687,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,11526.148223863172,72.0,United-States,<=50K
26.0,Private,199143.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,852520.1321718482,-21345.708788739077,50.0,United-States,<=50K
21.0,Private,300812.0,Some-college,120.91912008280674,Never-married,Other-service,Own-child,White,Male,0.0,0.0,333.6048717049016,United-States,<=50K
41.0,Self-emp-not-inc,227065.0,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,162623.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,21408.965649285237,40.0,United-States,<=50K
34.0,Private,187215.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,-942412.080622613,-21355.701817160854,36.0,United-States,>50K
328.5950112216516,Self-emp-not-inc,-6865821.82582035,11th,7.0,Never-married,Adm-clerical,Not-in-family,White,Female,517933.416389298,0.0,651.058306886783,United-States,<=50K
78.0,Self-emp-not-inc,82815.0,Some-college,78.63696325833054,Married-civ-spouse,Craft-repair,Husband,White,Male,-492976.13297997206,0.0,992.4163090648666,United-States,>50K
39.0,Private,314007.0,10th,-34.55745906191737,Married-civ-spouse,Craft-repair,Husband,White,Male,395209.0942664805,2051.0,352.8271305630582,United-States,<=50K
21.0,Private,315303.0,Some-college,101.49951629664807,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,-752.7422687243027,United-States,<=50K
22.0,State-gov,311512.0,Some-college,132.17756426656666,Married-civ-spouse,Other-service,Husband,Black,Male,888478.8939825435,-20616.386632909165,15.0,United-States,<=50K
-159.48637505748673,Self-emp-not-inc,9029092.488354992,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,-982998.743751422,0.0,50.0,United-States,<=50K
-28.960324368176884,Private,5790044.884623753,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,Black,Male,1058626.535364308,28891.568747365633,704.6143141693901,United-States,>50K
563.6438379079108,Self-emp-not-inc,172047.0,Assoc-acdm,-113.78515920474617,Never-married,Craft-repair,Own-child,White,Male,-954867.4624958449,0.0,-701.5835342491368,United-States,<=50K
249.79443910787828,Private,516337.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-947860.6008243175,0.0,40.0,Mexico,<=50K
34.0,State-gov,173730.0,Masters,-14.561321848366248,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,4356.380455430732,38.0,United-States,<=50K
44.0,Private,6383919.0501144845,HS-grad,52.73319145367575,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,11593.278736394177,45.0,United-States,>50K
683.7631261383119,Self-emp-not-inc,1319607.103666042,HS-grad,25.71272855495804,Married-civ-spouse,Farming-fishing,Husband,White,Male,-113023.04558603605,0.0,988.6587120482039,United-States,<=50K
26.0,State-gov,130557.0,Bachelors,131.62867785982942,Never-married,Exec-managerial,Not-in-family,White,Female,878568.7627248623,-22346.042195234724,35.0,United-States,<=50K
287.7940539496896,Private,171968.0,HS-grad,-32.254759329140526,Married-civ-spouse,Craft-repair,Husband,White,Male,-772991.675268678,-4506.793835752134,40.0,United-States,<=50K
-589.182343562019,Local-gov,254134.0,Assoc-acdm,146.66575231589826,Divorced,Tech-support,Not-in-family,Black,Male,-636471.3513298497,0.0,40.0,United-States,<=50K
-585.6470357183555,Self-emp-not-inc,-6884924.065780019,Some-college,62.74980660202811,Never-married,Prof-specialty,Own-child,White,Female,0.0,4614.085336630742,-913.1130646716863,United-States,<=50K
-624.0411732915117,Self-emp-not-inc,34037.0,Bachelors,13.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,-556.2588155579334,United-States,<=50K
35.0,Private,5447798.93821873,Some-college,80.25826464453907,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,8699.75431780717,168.06011383063498,United-States,<=50K
-187.42258956005458,Local-gov,306495.0,Bachelors,-45.30846129111059,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
52.0,Private,-5018614.866227692,HS-grad,157.73512441975302,Divorced,Adm-clerical,Unmarried,White,Female,669833.5292533196,8080.356025491682,40.0,United-States,<=50K
54.0,Local-gov,-7043450.727982957,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,9144.861800649318,40.0,United-States,<=50K
-680.6169059788074,Local-gov,173051.0,Some-college,-116.05746418470403,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
39.0,Local-gov,473547.0,10th,6.0,Divorced,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,978.0976302390114,United-States,<=50K
44.0,Private,-7013383.511168926,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,497760.8529780255,3133.7978955234257,-259.36137685218716,United-States,>50K
-4.662663696874688,Private,280798.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,-2297.0250460612406,604.3584166003936,United-States,>50K
-370.9013850987444,Private,-8660956.770693311,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,-581.9941792476025,United-States,<=50K
-653.5670295173306,Private,2759021.36424216,12th,122.93864556981804,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
533.9664724271113,Private,-2946541.9794925014,HS-grad,-120.6561767742474,Married-civ-spouse,Exec-managerial,Husband,White,Male,754664.8139260586,0.0,62.0,United-States,<=50K
-490.1283127131467,Private,-8991170.006028881,10th,97.86689287938933,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,-465.095378808197,United-States,<=50K
28.0,Private,301654.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,-397237.39818007685,11th,-102.96898673933389,Divorced,Other-service,Not-in-family,White,Female,0.0,16715.43300351296,40.0,United-States,<=50K
752.1635340290928,Private,9357703.865252508,Bachelors,-95.76966893555269,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,25556.842948142614,966.0222255190586,United-States,>50K
264.43994269808206,Private,162282.0,Assoc-voc,11.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,-936.9894376218208,United-States,<=50K
33.0,Private,2563400.299321239,Some-college,-3.583662608575537,Married-civ-spouse,Sales,Husband,White,Male,722866.3734734908,-4983.744697586317,-851.6955291658447,United-States,<=50K
278.2682012170842,Private,75742.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,15781.847042857513,-273.6186658388672,United-States,<=50K
550.6437596542332,Local-gov,-1609214.8675200809,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,870708.5029896186,-13032.754612932378,38.0,United-States,>50K
458.47153655271654,Self-emp-inc,334273.0,Doctorate,-91.56682210346611,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,19811.830511986445,943.3051308360245,United-States,>50K
45.0,Private,-2018482.7447692081,Bachelors,-130.98876113729006,Never-married,Exec-managerial,Not-in-family,White,Female,-779661.1665790741,16285.380836162165,-81.22253200761736,United-States,<=50K
457.59439654410016,Private,7642605.8950497275,HS-grad,-129.2456424390481,Never-married,Sales,Not-in-family,White,Male,4787.0,3483.6835039826356,40.0,United-States,>50K
20.0,Private,2036495.9741413747,11th,7.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,50.0,United-States,<=50K
40.0,Private,4346516.163758755,Bachelors,13.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0.0,19291.626949287216,308.50877638971133,Philippines,<=50K
641.3524403084444,Private,8605715.129579246,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,19845.099843610205,50.0,United-States,>50K
30.0,Private,272451.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,4208.545276826261,-954.4056974846395,United-States,<=50K
119.41156884369597,Private,167440.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,4508.0,0.0,-785.8221032538083,United-States,<=50K
19.0,Private,43003.0,Some-college,90.45367426439631,Never-married,Other-service,Own-child,White,Male,248866.08377643005,18683.414974666186,20.0,United-States,<=50K
18.0,Private,169652.0,11th,99.48636137335481,Never-married,Other-service,Own-child,White,Female,368663.9979315382,0.0,222.94150658672632,United-States,<=50K
58.0,Self-emp-not-inc,5535616.115108002,1st-4th,2.0,Married-civ-spouse,Transport-moving,Husband,White,Male,-447998.57899172883,2179.0,18.0,United-States,<=50K
-249.32863004400554,Private,-1799191.5139515903,Bachelors,-74.87132355655369,Divorced,Sales,Unmarried,White,Female,-358633.03754919383,16471.28547218386,-351.2260341174648,United-States,<=50K
37.0,Private,-5623020.067967627,9th,155.11088125940017,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,6458.214584110739,-498.6062413722378,United-States,<=50K
560.6918094752508,Private,-3239519.5896536037,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,-8916.39272169906,50.0,United-States,>50K
-562.0541444175105,Private,195897.0,Some-college,-110.3474130422874,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,303.9856125660882,United-States,<=50K
