age,workclass,fnlwgt,education,education-num,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27.0,Private,91501.0,HS-grad,-57.46149960213789,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,-284.2031813540606,United-States,<=50K
42.0,Federal-gov,158926.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,>50K
21.0,Private,260254.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,145592.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,7247.609175935419,40.0,Guatemala,<=50K
686.5165728840543,Private,180931.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,30.0,United-States,<=50K
44.0,Private,150076.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
52.0,Self-emp-inc,179951.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,492195.21531346755,0.0,40.0,United-States,<=50K
30.0,Private,113364.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
46.0,Self-emp-inc,110457.0,Masters,-55.499222945334125,Married-civ-spouse,Exec-managerial,Husband,White,Male,929309.7294144911,0.0,55.0,United-States,>50K
39.0,Self-emp-not-inc,68781.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,84648.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,171.70540990191745,United-States,<=50K
21.0,Private,-1969564.493676479,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
41.0,Self-emp-inc,112262.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
59.0,Private,162136.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,24294.26560129379,56.0,United-States,<=50K
37.0,Private,171150.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,60.0,United-States,>50K
51.0,Private,135190.0,7th-8th,-52.614434487566996,Separated,Machine-op-inspct,Not-in-family,Black,Female,315290.1915230104,0.0,436.61655644839493,United-States,<=50K
33.0,Private,348152.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
59.0,Self-emp-not-inc,70623.0,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,85.0,United-States,<=50K
23.0,Private,107452.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
188.791967997692,Private,-9131541.44112026,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
-426.1788179967564,Private,90042.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,11790.73450655278,40.0,United-States,>50K
53.0,Private,6589453.242014851,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
35.0,Federal-gov,245372.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,168715.3756619977,0.0,-644.0924962249821,United-States,<=50K
67.0,Self-emp-inc,112318.0,10th,-91.33664242999524,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,168232.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,128885.75511466281,0.0,40.0,United-States,>50K
37.0,Federal-gov,408229.0,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,175.2691222361958,United-States,<=50K
41.0,Self-emp-not-inc,112362.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
34.0,Private,-6032794.201952636,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,72.0,United-States,<=50K
30.0,Private,174543.0,Assoc-acdm,12.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,819.820804031733,United-States,<=50K
32.0,Private,232855.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
55.0,Private,286230.0,11th,7.0,Divorced,Sales,Own-child,White,Female,0.0,8063.3792006124295,20.0,United-States,<=50K
38.0,Federal-gov,122493.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,598431.2894002115,0.0,40.0,United-States,<=50K
47.0,Private,-1095060.6000841567,Bachelors,113.18155503780075,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,539.5540231589123,United-States,>50K
-100.43981678423393,Private,75227.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,14084.0,0.0,40.0,United-States,>50K
37.0,Private,167415.0,HS-grad,65.02199199363359,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,-911.264979355017,United-States,<=50K
52.0,Local-gov,192563.0,Some-college,-86.43208927471119,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
44.0,State-gov,244974.0,Bachelors,-148.9758499820532,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,44.0,United-States,>50K
45.0,Self-emp-inc,142719.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
495.4851948634028,Private,115085.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,23756.21800769211,50.0,United-States,<=50K
23.0,Private,216181.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,-14678.970836752094,-21215.470754750528,36.0,Iran,<=50K
33.0,Private,4550116.7019430585,10th,6.0,Divorced,Other-service,Unmarried,White,Female,0.0,28640.00522588806,45.0,United-States,<=50K
26.0,Private,4496496.569393139,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
636.2278659436754,Self-emp-not-inc,155343.0,Some-college,45.19104213404782,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,15200.336273706593,72.0,United-States,<=50K
702.9144121933766,Private,-8203530.124261906,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
21.0,Private,300812.0,Some-college,-97.77202942800594,Never-married,Other-service,Own-child,White,Male,0.0,0.0,-598.7421658878368,United-States,<=50K
41.0,Self-emp-not-inc,-7992524.952755254,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,162623.0,Bachelors,-126.66529456604484,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,187215.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,-15204.918663603448,36.0,United-States,>50K
19.0,Self-emp-not-inc,116385.0,11th,7.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
78.0,Self-emp-not-inc,82815.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,3.0,United-States,>50K
39.0,Private,314007.0,10th,88.83712847714533,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-983.9757027778651,40.0,United-States,<=50K
21.0,Private,315303.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Male,315314.2601177619,0.0,20.0,United-States,<=50K
22.0,State-gov,311512.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,15.0,United-States,<=50K
27.0,Self-emp-not-inc,115705.0,Some-college,158.9276955034912,Never-married,Sales,Not-in-family,White,Male,0.0,-14167.719487566521,50.0,United-States,<=50K
29.0,Private,176037.0,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,Black,Male,14344.0,0.0,40.0,United-States,>50K
24.0,Self-emp-not-inc,172047.0,Assoc-acdm,-125.39981802708417,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Private,516337.0,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-655108.8936810766,0.0,40.0,Mexico,<=50K
34.0,State-gov,173730.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,16462.131776178074,38.0,United-States,<=50K
44.0,Private,376072.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
31.0,Self-emp-not-inc,2769734.2867074264,HS-grad,103.25833178518904,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,91.0,United-States,<=50K
26.0,State-gov,130557.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,2870.892090726254,35.0,United-States,<=50K
36.0,Private,171968.0,HS-grad,-55.656882797368965,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,-488.4904037219378,United-States,<=50K
44.0,Local-gov,254134.0,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,Black,Male,0.0,-24048.000389645054,40.0,United-States,<=50K
643.381532991255,Self-emp-not-inc,202560.0,Some-college,-30.07560504767345,Never-married,Prof-specialty,Own-child,White,Female,216361.73011952487,0.0,35.0,United-States,<=50K
42.0,Self-emp-not-inc,-9019403.414625632,Bachelors,-130.7282607290773,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
-494.20915871193824,Private,112271.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-23743.616641966124,45.0,United-States,<=50K
40.0,Local-gov,306495.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
52.0,Private,181755.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
-604.2939803156704,Local-gov,288825.0,HS-grad,148.0415487911323,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Local-gov,4821272.197748421,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
39.0,Local-gov,473547.0,10th,6.0,Divorced,Handlers-cleaners,Own-child,Black,Male,0.0,-3171.2935232351556,40.0,United-States,<=50K
44.0,Private,196545.0,Bachelors,-46.834524706965865,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
47.0,Private,280798.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
34.0,Private,191385.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,343012.64306659636,0.0,48.0,United-States,<=50K
18.0,Private,270544.0,12th,8.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
124.9394032042137,Private,144064.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,136543.06660990487,0.0,62.0,United-States,<=50K
31.0,Private,254304.0,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
28.0,Private,301654.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,474194.3736479416,10218.959793824384,40.0,United-States,<=50K
31.0,Private,193650.0,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Private,155232.0,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,>50K
22.0,Private,162282.0,Assoc-voc,11.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,204742.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
43.0,Private,75742.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Local-gov,6628278.287642223,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-557233.1733574781,0.0,38.0,United-States,>50K
52.0,Self-emp-inc,334273.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,-724.19670013664,United-States,>50K
256.9661841406629,Private,5870890.953479095,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,150.91975137710824,United-States,<=50K
35.0,Private,241998.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,-802067.7495822577,0.0,40.0,United-States,>50K
20.0,Private,141481.0,11th,7.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,14584.895059880626,50.0,United-States,<=50K
675.8828150834859,Private,287983.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0.0,-23188.45010949545,158.59687803633958,Philippines,<=50K
38.0,Private,229015.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,496731.8914993612,0.0,50.0,United-States,>50K
30.0,Private,272451.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
38.0,Private,167440.0,Bachelors,-131.0456980724091,Married-civ-spouse,Transport-moving,Husband,White,Male,4508.0,0.0,40.0,United-States,<=50K
19.0,Private,43003.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,14664.62506214367,20.0,United-States,<=50K
18.0,Private,169652.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,-773790.4381466466,0.0,12.0,United-States,<=50K
58.0,Self-emp-not-inc,266707.0,1st-4th,-16.544226469138806,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2179.0,18.0,United-States,<=50K
-657.877754468749,Private,2944707.5458057434,Bachelors,13.0,Divorced,Sales,Unmarried,White,Female,-531545.1264461388,-21645.727216286006,-557.7134808670853,United-States,<=50K
37.0,Private,171090.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,48.0,United-States,<=50K
60.0,Private,-2866326.453380864,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-568346.946650082,0.0,-780.7795561001686,United-States,>50K
41.0,Private,195897.0,Some-college,43.33412836292455,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
36.0,Self-emp-not-inc,224886.0,Bachelors,105.17306927605684,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407.0,29241.922562543277,-289.48145729456303,United-States,<=50K
23.0,Local-gov,203353.0,Bachelors,120.32672327384404,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
59.0,Private,226922.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,-93858.90456691827,1762.0,30.0,United-States,<=50K
31.0,Private,164243.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1579.0,40.0,United-States,<=50K
28.0,Private,149734.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,52.0,United-States,<=50K
33.0,Private,-9356291.127441308,Bachelors,-115.45495686327686,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,30.0,United-States,<=50K
45.0,Federal-gov,45891.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,0.0,156.64726034106474,United-States,<=50K
33.0,Self-emp-not-inc,193246.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,France,<=50K
-431.0591112269171,Private,163985.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,-637.6229019653624,United-States,<=50K
35.0,Private,338611.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,21052.761151543866,40.0,United-States,<=50K
55.0,Self-emp-inc,3948126.979752734,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,-300986.1815573338,0.0,40.0,United-States,<=50K
66.0,Self-emp-inc,249043.0,Bachelors,143.31842191350262,Married-civ-spouse,Sales,Husband,White,Male,324875.71427869087,0.0,-347.1590830534101,United-States,>50K
40.0,Private,55508.0,7th-8th,4.0,Divorced,Farming-fishing,Unmarried,White,Female,856144.8702943401,0.0,-768.9264241002309,United-States,<=50K
54.0,State-gov,93415.0,Bachelors,13.0,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,>50K
-607.7367404497274,Private,210736.0,HS-grad,9.0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,213412.0,Bachelors,13.0,Never-married,Tech-support,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
62.0,Private,244087.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,22652.596551883187,50.0,United-States,>50K
30.0,Private,115963.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,29591.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,-653.6377638089905,United-States,<=50K
