age,workclass,fnlwgt,education,education-num,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
-444.5516644916255,Private,218357.0,Assoc-voc,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,-10833.282199275083,38.0,United-States,<=50K
255.44257110027004,Private,176634.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21.0,Self-emp-not-inc,25631.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,-630955.1454542931,-20564.415887158422,692.2900939154651,United-States,<=50K
65.0,State-gov,-8862246.667996785,Some-college,-27.867510972380188,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,486.31669026291615,United-States,>50K
32.0,Private,168854.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1848.0,50.0,United-States,>50K
-315.21791939740996,Private,291529.0,10th,6.0,Widowed,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,52.0,United-States,<=50K
35.0,Private,3969612.503784878,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,-322.2432536466117,United-States,<=50K
41.0,Private,2287346.5054171714,9th,5.0,Divorced,Other-service,Other-relative,White,Female,0.0,0.0,35.0,United-States,<=50K
43.0,Private,9525434.668107023,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-19140.89168614961,-835.4697559577221,United-States,<=50K
64.0,Private,210082.0,HS-grad,136.48320726450797,Widowed,Adm-clerical,Not-in-family,White,Female,168661.1498029629,0.0,40.0,United-States,<=50K
59.0,Local-gov,176118.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,641793.2704354904,0.0,649.2590317834739,United-States,>50K
17.0,Private,268276.0,12th,8.0,Never-married,Other-service,Own-child,White,Male,0.0,13301.110802409736,12.0,United-States,<=50K
35.0,Private,26999.0,Bachelors,13.0,Separated,Exec-managerial,Unmarried,White,Female,0.0,-21476.452265457898,42.0,United-States,<=50K
31.0,Private,398988.0,Some-college,-41.930790727205064,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,-5122.475382289562,-744.7991099939981,United-States,<=50K
48.0,Private,115585.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,330715.0,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,-174.74844536271735,United-States,<=50K
43.0,Federal-gov,-1750097.541530881,Masters,47.566661165505224,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,-515.5646711963664,United-States,<=50K
38.0,Private,241962.0,HS-grad,-15.477028656717124,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,-510.921916084659,United-States,<=50K
56.0,Federal-gov,277420.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,-1879.2551492340099,40.0,Puerto-Rico,>50K
23.0,Private,-226129.4974587448,Assoc-voc,11.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,108.41775787028217,United-States,<=50K
55.0,Local-gov,-695371.2289022803,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,-186068.89612256736,25679.349596903587,40.0,United-States,<=50K
33.0,Federal-gov,207172.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Female,311162.5969450793,-7623.0645470941745,187.31203616973121,United-States,<=50K
47.0,Federal-gov,-2962327.918143112,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,-20596.15517794083,-958.222885857717,United-States,<=50K
53.0,Federal-gov,90127.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,18091.30012496294,60.0,United-States,>50K
-99.6355675782147,Local-gov,357173.0,Assoc-acdm,134.9095379538257,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,59.0,United-States,<=50K
52.0,Self-emp-not-inc,2381660.6209959714,Masters,107.56331239856097,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
18.0,Private,111256.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,-499695.27499555727,0.0,20.0,United-States,<=50K
29.0,Private,91547.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,851.44737011543,United-States,<=50K
402.61132198720287,Private,6453390.410351466,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,-589603.0316934036,10057.377384513386,40.0,United-States,<=50K
24.0,Private,97212.0,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,708721.8036866044,0.0,40.0,United-States,<=50K
31.0,Local-gov,178449.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,-272.7382629892602,United-States,>50K
25.0,Private,-3443877.227908454,Some-college,-47.22695959175857,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Local-gov,10079174.956149502,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,6155.728670008008,40.0,United-States,>50K
310.6972375317016,Private,225750.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,474.6504124692941,United-States,<=50K
-79.55445995661819,Private,185798.0,Assoc-voc,11.0,Separated,Craft-repair,Other-relative,White,Male,0.0,0.0,48.0,United-States,>50K
31.0,Private,121768.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,10205.66351826776,35.0,Poland,<=50K
33.0,Self-emp-not-inc,-3125734.668991319,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-6114.013570736988,40.0,United-States,<=50K
48.0,Local-gov,144122.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
66.0,Private,5541253.600520741,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
24.0,Private,308205.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,-151579.98475381662,0.0,40.0,United-States,<=50K
185.58859181462884,Private,215854.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,<=50K
27.0,Private,91501.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,-93.49130603856588,United-States,<=50K
42.0,Federal-gov,5141529.410501951,Assoc-acdm,159.78986267451322,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,>50K
21.0,Private,260254.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,-249234.58149888646,15377.142678360478,40.0,United-States,<=50K
-233.24953132245582,Private,4326305.366047315,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,<=50K
-96.67125166517701,Private,-8129661.943825268,Bachelors,22.05402331160334,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,165.00533120208954,United-States,<=50K
-310.60769739865145,Private,150076.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,-23401.3086757783,-47.67210757884004,United-States,<=50K
52.0,Self-emp-inc,179951.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,351489.317622222,0.0,375.1088838473361,United-States,<=50K
30.0,Private,113364.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
46.0,Self-emp-inc,110457.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,894.4209774419134,United-States,>50K
531.3350717926404,Self-emp-not-inc,68781.0,HS-grad,-90.22986366262663,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
-450.47565658832565,Private,84648.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
21.0,Private,169699.0,Some-college,118.40633781725728,Never-married,Other-service,Not-in-family,White,Female,0.0,2968.8648123349676,35.0,United-States,<=50K
41.0,Self-emp-inc,112262.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,-935023.5224188853,0.0,619.3154083551339,United-States,<=50K
59.0,Private,162136.0,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,-487282.12173551746,0.0,56.0,United-States,<=50K
156.24721506883026,Private,171150.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,60.0,United-States,>50K
51.0,Private,135190.0,7th-8th,4.0,Separated,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,-292.9070606196335,United-States,<=50K
33.0,Private,348152.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-13047.222643843998,40.0,United-States,<=50K
-269.8169425024605,Self-emp-not-inc,-5914615.386927836,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,Male,-3309.006670629955,25639.546451580383,85.0,United-States,<=50K
23.0,Private,-414006.1054930445,Some-college,135.32934068686424,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,-6699.077263583091,40.0,United-States,<=50K
644.8964966532421,Private,160784.0,10th,36.25790765422413,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,25616.479365407857,-219.46605282471978,United-States,<=50K
0.5808167322269355,Private,90042.0,Some-college,41.54586248399552,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,-294.60023384225076,United-States,>50K
53.0,Private,94081.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1082072.9176084013,0.0,44.0,United-States,>50K
35.0,Federal-gov,5579802.726601886,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,-5390.862039142943,40.0,United-States,<=50K
67.0,Self-emp-inc,112318.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,7618980.280427942,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,457098.09039928304,0.0,615.3369360597209,United-States,>50K
37.0,Federal-gov,408229.0,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
-276.2811250425026,Self-emp-not-inc,7794869.482359566,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,-11107.098857796871,38.0,United-States,<=50K
737.3478632658034,Private,198091.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,12965.530582370757,72.0,United-States,<=50K
30.0,Private,174543.0,Assoc-acdm,41.322188997006585,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
261.3588795630011,Private,232855.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,-24497.940059339533,40.0,United-States,<=50K
55.0,Private,286230.0,11th,-85.33420252159263,Divorced,Sales,Own-child,White,Female,0.0,9373.298204008419,20.0,United-States,<=50K
38.0,Federal-gov,122493.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,856454.5448022078,-14778.875231937072,40.0,United-States,<=50K
776.2085412835307,Private,191957.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,Black,Male,-211461.75135439285,24210.37517767355,40.0,United-States,>50K
44.0,Private,75227.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,-989706.5808001899,0.0,-593.2492334095784,United-States,>50K
182.18016097110228,Private,167415.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
346.5082003012916,Local-gov,192563.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,568395.8182837912,0.0,738.2487261940153,United-States,<=50K
279.6254854488262,State-gov,244974.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,22019.038981060992,328.3963784552453,United-States,>50K
45.0,Self-emp-inc,-2213764.3265080024,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
42.0,Private,115085.0,HS-grad,36.12152044272169,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,-25907.089525908043,50.0,United-States,<=50K
23.0,Private,216181.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,36.0,Iran,<=50K
33.0,Private,117983.0,10th,6.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
-703.0044306351903,Private,318518.0,Some-college,10.0,Never-married,Transport-moving,Not-in-family,White,Male,408512.03666200384,18157.612770958793,40.0,United-States,<=50K
33.0,Self-emp-not-inc,5219391.330736713,Some-college,18.688391901740932,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,29758.073250952268,72.0,United-States,<=50K
26.0,Private,199143.0,HS-grad,-101.98296382395884,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
317.1815489325174,Private,300812.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,19025.8778254879,-966.1113891277566,United-States,<=50K
334.384469501486,Self-emp-not-inc,227065.0,Some-college,147.40580218806917,Separated,Craft-repair,Not-in-family,White,Male,0.0,4960.754763180601,40.0,United-States,<=50K
30.0,Private,162623.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,-371389.0941682834,0.0,-180.44862428705358,United-States,<=50K
34.0,Private,-2330214.6461748993,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,12922.80597332525,36.0,United-States,>50K
19.0,Self-emp-not-inc,116385.0,11th,7.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
722.3892817722078,Self-emp-not-inc,82815.0,Some-college,-57.71805943607376,Married-civ-spouse,Craft-repair,Husband,White,Male,-695980.8348432145,-14026.306513174544,3.0,United-States,>50K
39.0,Private,-8782914.891690133,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2051.0,40.0,United-States,<=50K
21.0,Private,315303.0,Some-college,10.0,Never-married,Other-service,Own-child,Black,Male,-454555.6557941303,0.0,20.0,United-States,<=50K
22.0,State-gov,311512.0,Some-college,10.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,15.0,United-States,<=50K
12.17937402111636,Self-emp-not-inc,115705.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
29.0,Private,7967383.49157453,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,Black,Male,14344.0,0.0,40.0,United-States,>50K
24.0,Self-emp-not-inc,172047.0,Assoc-acdm,12.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,-844.8666070657464,United-States,<=50K
34.0,Private,-4834276.783783049,11th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-299692.85510412965,0.0,40.0,Mexico,<=50K
34.0,State-gov,173730.0,Masters,-124.33460538434336,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
44.0,Private,376072.0,HS-grad,-97.17529041746093,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,-19470.14401278449,45.0,United-States,>50K
799.6873930988307,Self-emp-not-inc,36592.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,-808124.0639981164,0.0,91.0,United-States,<=50K
26.0,State-gov,130557.0,Bachelors,-120.91925170369213,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,-18908.3293436842,-439.56083515781586,United-States,<=50K
-13.481516200863325,Private,171968.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,-379942.845677656,0.0,40.0,United-States,<=50K
219.77195120134687,Local-gov,254134.0,Assoc-acdm,12.0,Divorced,Tech-support,Not-in-family,Black,Male,0.0,10438.166467568106,40.0,United-States,<=50K
26.0,Self-emp-not-inc,202560.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,-391487.7425526398,0.0,35.0,United-States,<=50K
42.0,Self-emp-not-inc,34037.0,Bachelors,13.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
243.55919677598857,Private,112271.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,132999.49899150428,0.0,45.0,United-States,<=50K
40.0,Local-gov,306495.0,Bachelors,-136.93578058587318,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
52.0,Private,181755.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
54.0,Local-gov,288825.0,HS-grad,-144.41132739979008,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
308.62059178430127,Local-gov,173051.0,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,45.0,United-States,<=50K
39.0,Local-gov,473547.0,10th,150.55084818824255,Divorced,Handlers-cleaners,Own-child,Black,Male,-60424.73423305468,0.0,-723.9818590507398,United-States,<=50K
-361.80046129792026,Private,196545.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,-226293.0415663867,0.0,40.0,United-States,>50K
-419.0434094701093,Private,280798.0,Some-college,-47.66742619268548,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,26349.764425212652,259.4270714599941,United-States,>50K
34.0,Private,5782620.020308165,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
18.0,Private,270544.0,12th,8.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,28960.18914763459,1018.1970965102968,United-States,<=50K
-561.2537411848557,Private,144064.0,HS-grad,-86.67947372619628,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,20903.768912431668,62.0,United-States,<=50K
31.0,Private,254304.0,10th,6.0,Divorced,Craft-repair,Not-in-family,White,Male,395463.6274654243,0.0,38.0,United-States,<=50K
258.73532045740296,Private,301654.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,27909.033815318053,-11.91353487288336,United-States,<=50K
94.4791895091589,Private,193650.0,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,964604.5678677014,0.0,40.0,United-States,<=50K
32.0,Private,155232.0,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,Black,Male,-749915.6530563907,-11657.762968175597,-608.8103152377535,United-States,>50K
22.0,Private,162282.0,Assoc-voc,11.0,Never-married,Exec-managerial,Own-child,White,Male,720757.5410436572,-24530.98315578526,-387.6402929918971,United-States,<=50K
33.0,Private,5010794.423266137,Some-college,78.1874469718864,Married-civ-spouse,Sales,Husband,White,Male,0.0,28311.44961462658,44.0,United-States,<=50K
43.0,Private,75742.0,HS-grad,-39.42926659685418,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Local-gov,181344.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-415360.90859755524,3474.7670844406575,-694.7940220219232,United-States,>50K
52.0,Self-emp-inc,334273.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,-862486.5294719514,0.0,65.0,United-States,>50K
-235.52718090898423,Private,51744.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,457318.7286276708,18594.187231054104,42.0,United-States,<=50K
547.5838495521782,Private,241998.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,4787.0,0.0,653.54033949746,United-States,>50K
20.0,Private,141481.0,11th,7.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,0.0,50.0,United-States,<=50K
40.0,Private,287983.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0.0,2258.0,48.0,Philippines,<=50K
38.0,Private,229015.0,Bachelors,-121.41543804979901,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,-6876.913153671718,-954.3466827794568,United-States,>50K
554.5102224516443,Private,272451.0,Bachelors,165.7157122860588,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,22043.33120359593,40.0,United-States,<=50K
38.0,Private,167440.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,917732.0283220564,0.0,40.0,United-States,<=50K
19.0,Private,43003.0,Some-college,-60.32279778282232,Never-married,Other-service,Own-child,White,Male,-636909.3269316305,0.0,20.0,United-States,<=50K
18.0,Private,169652.0,11th,7.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,12.0,United-States,<=50K
58.0,Self-emp-not-inc,266707.0,1st-4th,2.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2179.0,18.0,United-States,<=50K
-451.35489737158395,Private,201924.0,Bachelors,13.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,187.36213984481049,United-States,<=50K
-38.33768704726401,Private,-9305810.204021975,9th,-138.8706066933587,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,-786112.5920559191,0.0,48.0,United-States,<=50K
136.03423043439923,Private,355865.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
41.0,Private,195897.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,-149949.629282756,0.0,50.0,United-States,<=50K
36.0,Self-emp-not-inc,224886.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-301166.76640269277,0.0,40.0,United-States,<=50K
23.0,Local-gov,-5059798.195525477,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
59.0,Private,226922.0,HS-grad,-63.10104584602735,Divorced,Sales,Unmarried,White,Female,-926133.3474479056,1762.0,30.0,United-States,<=50K
31.0,Private,-2192364.3918374153,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,-722614.7678361415,1579.0,40.0,United-States,<=50K
28.0,Private,149734.0,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,-702563.9949349961,0.0,52.0,United-States,<=50K
33.0,Private,376483.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,104534.25413361704,0.0,442.4439834914534,United-States,<=50K
-447.8505810800824,Federal-gov,-119064.63491222076,Some-college,-108.18465396738824,Divorced,Adm-clerical,Unmarried,White,Male,-800237.7962749673,0.0,42.0,United-States,<=50K
33.0,Self-emp-not-inc,4734042.1305201845,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,-151456.29121589195,0.0,55.0,France,<=50K
-380.8719556221173,Private,163985.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,338611.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,26144.64814293244,40.0,United-States,<=50K
55.0,Self-emp-inc,182273.0,Some-college,-77.3793123537551,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,170.4731025520323,United-States,<=50K
571.5734411486612,Self-emp-inc,249043.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,5556.0,0.0,26.0,United-States,>50K
